Name,taxonomy_id,genome_size,,Source (only if perplexity ai is used)
Geobacillus thermocatenulatus,33938,3742258,,
Leifsonia sp. 21MFCrub1.1,1798223,3937879,,
Aeromicrobium choanae,1736691,3422026,,
Candidatus Liberibacter solanacearum,556287,1258278,,
Wolbachia sp. wRi,66084,1281780,,
Jiangella sp. DSM 45060,1798224,7486057,,
Providencia alcalifaciens,126385,3990106,,
Dickeya sp. Secpp 1600,2037915,5108113,,
Cutibacterium acnes,1747,2549775,,
Brachybacterium saurashtrense,556288,3720646,,
Sterolibacteriaceae bacterium M52,2496847,2737315,,
Marivivens sp. JLT3646,1920883,3147211,,
Methylococcus capsulatus,414,3304561,,
Candidatus Nanopelagicus hibericus,1884915,1223088,,
Colwellia psychrerythraea,28229,5373180,,
Methylomonas clara,417,NA,,
Aquitalea magnusonii,332411,4405446,,
Exiguobacterium sibiricum,332410,3080182,,
Desulfobacula toluolica,28223,5197905,,
Pseudomonas sp. URMO17WK12:I11,1283291,5045670,,
Mycoplasma penetrans,28227,1358633,,
Atopobium parvulum,1382,1543805,,
Rickettsia philipii,1105106,1287740,,
Vampirococcus sp. LiM,1930593,1974201,,
Lentzea guizhouensis,1586287,9997872,,
Microbacterium sp. DFW100M-13,2509458,3790483,,
Xylanibacterium sp. 2JSPR-7,2509459,3848642,,
Paenibacillus sp. FW100M-2,2509456,4228822,,
Pseudomonas sp. QZS01,2213226,3337477,,
Fusobacterium ulcerans,861,3537675,,
Streptomyces tirandamycinicus,2174846,7289495,,
Desulfarculus baarsii,453230,3655731,,
Dehalobacter sp. DCA,1147129,3069953,,
Ruegeria sp. AD91A,2293862,4405563,,
Geminocystis herdmanii,669359,4263418,,
Nostoc sphaeroides,446679,6684490,,
Bacillus oceanisediminis,665099,5634660,,
Salinimonas sp. HMF8227,2183582,3214946,,
Vibrio neocaledonicus,1208308,5318828,,
Pseudomonas sp. Leaf58,1736226,6309421,,
Novosphingobium sp. THN1,1016987,4649073,,
Stenotrophomonas sp. DAIF1,2546450,4592581,,
Acinetobacter sp. FDAARGOS_493,2420300,4021456,,
Leptotrichia sp. oral taxon 847,1785996,2194935,,
Serratia sp. FDAARGOS_506,2420306,4862745,,
Pseudomonas citronellolis,53408,6951444,,
Acetobacter senegalensis,446692,3969909,,
Campylobacter iguaniorum,1244531,1754638,,
Alteromonas addita,287094,4705815,,
Zobellia galactanivorans,63186,5521712,,
Acinetobacter cumulans,2136182,3710871,,
Candidatus Saccharibacteria bacterium YM_S32_TM7_50_20,2056494,1450269,,
Ruthenibacterium lactatiformans,1550024,3883274,,
Liberibacter crescens,1273132,1522119,,
Treponema azotonutricium,150829,3855671,,
Streptomyces sp. YIM 121038,2136401,11098444,,
Methylobacterium sp. 4-46,426117,7737025,,
Chryseobacterium glaciei,1685010,4871648,,
Actinobacteria bacterium YIM 96077,2487353,5092572,,
Sinorhizobium fredii,380,6810864,,
Mesorhizobium loti,381,7451806,,
Sinorhizobium meliloti,382,6926935,,
Lysinibacillus varians,1145276,4662822,,
Rhizobium leguminosarum,384,7598116,,
Azoarcus sp. KH32C,748247,5818755,,
Streptomyces seoulensis,73044,6426245,,
Antarctobacter heliothermus,74033,5174374,,
Pseudoalteromonas tunicata,314281,4967522,,
Psychromonas sp. CNPT3,314282,3052410,,
Wolbachia endosymbiont of Drosophila simulans,77038,1295804,,
Hymenobacter sedentarius,1411621,4868852,,
Pseudoalteromonas piratica,1348114,4815987,,
Bosea vaviloviae,1526658,6713548,,
Mycobacterium ulcerans,1809,5789332,,
Acaryochloris marina,155978,8361599,,
Phytobacter ursingii,1972431,6166452,,
Dickeya fangzhongdai,1778540,5032447,,
Salinivibrio sp. YCSC6,2003370,3701207,,
Pseudopedobacter saltans,151895,4635236,,
Streptococcus suis,1307,2170808,,
Leptolyngbya sp. O-77,1080068,5480261,,
Mycoplasma cloacale,92401,659552,,
Saccharomonospora glauca,40990,4564108,,
Xanthomonas vasicola,56459,4837576,,
Xanthomonas sacchari,56458,4918229,,
Bacillus wiedmannii,1890302,5585953,,
Xanthomonas hortorum,56454,5250904,,
Rhodovulum sulfidophilum,35806,4196493,,
Thermaerobacter marianensis,73919,2844696,,
Xanthomonas cassavae,56450,5270756,,
Lentibacillus amyloliquefaciens,1472767,3858284,,
Thioalkalivibrio nitratireducens,186931,4002350,,
Saccharomonospora marina,632569,5965593,,
Acinetobacter sp. SWBY1,2079596,2953039,,
Roseovarius mucosus,215743,4241818,,
Advenella mimigardefordensis,302406,4764126,,
Bacillus pseudomycoides,64104,5782514,,
Streptomyces autolyticus,75293,10184660,,
Shewanella sp. MR-7,60481,"4,792,610",,https://www.genome.jp/kegg-bin/show_organism?org=shm
Shewanella sp. MR-4,60480,4706287,,
Candidatus Evansia muelleri,1495769,357498,,
Acholeplasma palmae,38986,1554229,,
Sphingobacterium thalpophilum,259,5962893,,
Candidatus Filomicrobium marinum,1608628,3969940,,
Lutibacter profundi,1622118,2966978,,
Mannheimia haemolytica,75985,2757078,,
Azoarcus sp. DN11,356837,4956835,,
Myroides odoratus,256,4253607,,
Polynucleobacter wuianus,1743168,2232205,,
Photobacterium profundum,74109,6186325,,
Pseudonocardia dioxanivorans,240495,7440794,,
Prevotella jejuni,1177574,3913006,,
Hafnia paralvei,546367,4945534,,
Cyclobacterium marinum,104,6221273,,
Lactobacillus gallinarum,52242,2020091,,
Anaplasma marginale,770,1202435,,
Aeromonas rivipollensis,948519,4552582,,
Bartonella quintana,803,1588683,,
Thermosipho africanus,2421,2016657,,
Desulfovibrio sp. FW1012B,644968,"4,849,532",,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3119410/
Fervidobacterium nodosum,2424,1948941,,
Teredinibacter turnerae,2426,5279031,,
Flavobacteriaceae bacterium MAR_2010_188,1250295,3817662,,
Sphingobacterium sp. ML3W,1538644,6271240,,
Flavobacterium anhuiense,459526,5109718,,
Chryseobacterium sp. StRB126,878220,5503743,,
Bordetella bronchialis,463025,5966919,,
Clostridium isatidis,182773,2869927,,
Pseudomonas sp. TKP,1415630,7012672,,
Nakamurella panacisegetis,1090615,5013970,,
Inhella inkyongensis,392593,4084412,,
Oleiphilus messinensis,141451,6379281,,
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1,2493675,6461656,,
Rhodothermaceae bacterium,2026787,3213544,,
Thiomicrorhabdus sp. G1,2580412,2373486,,
Alkaliphilus oremlandii,461876,3123558,,
Maribacter sp. 1_2014MBL_MicDiv,1644130,4399611,,
Fischerella sp. NIES-4106,2005456,7250844,,
Bacillus sp. 1NLA3E,666686,4815602,,
Cronobacter dublinensis,413497,4628405,,
Rhodanobacter denitrificans,666685,4134749,,
Streptococcus sp. Z15,2173853,2443046,,
Acidovorax carolinensis,553814,4058023,,
Streptomyces vietnamensis,362257,9153777,,
Campylobacter peloridis,488546,1725253,,
Symbiobacterium thermophilum,2734,3566135,,
Thermoanaerobacterium xylanolyticum,29329,2534358,,
Dickeya zeae,204042,4740052,,
Corynebacterium argentoratense,42817,2031902,,
Lactobacillus sp. wkB8,1545702,1932531,,
Caulobacter vibrioides,155892,4042929,,
Neochlamydia sp. S13,1353976,2817974,,
Shewanella sp. MEBiC00475,2575361,4728522,,
Bacillus gobiensis,1441095,4597707,,
Brachyspira murdochii,84378,3241804,,
Pseudoxanthomonas suwonensis,314722,3428061,,
Roseiflexus castenholzii,120962,5723298,,
Pseudomonas psychrotolerans,237610,5084293,,
Blastococcus saxobsidens,138336,4533155,,
Amycolatopsis methanolica,1814,7196860,,
Acidithiobacillus caldus,33059,2876631,,
Acetobacter ascendens,481146,3285832,,
Paraburkholderia phytofirmans,261302,8214658,,
Sulfuritortus calidifontis,1914471,2720636,,
Reinekea forsetii,1336806,3660060,,
Cnuibacter physcomitrellae,1619308,4351649,,
Acidovorax sp. 1608163,2478662,5045878,,
Sphingobium sp. YBL2,484429,5427419,,
Candidatus Kinetoplastibacterium crithidii,33056,821930,,
Prochlorococcus sp. MIT 0604,1501268,1780061,,
Gordonia rubripertincta,36822,5263177,,
Vibrio mimicus,674,4313453,,
Polaribacter sp. Hel1_33_78,1336804,3227923,,
Aquimarina sp. AD10,1714849,6067980,,
Synechococcus sp. PCC 11901,2579791,3471813,,
Bartonella elizabethae,807,2018538,,
Candidatus Blochmannia vafer,251535,722585,,
Sulfurifustis variabilis,1675686,3958814,,
Mycobacterium sp. QIA-37,1561223,4855372,,
Pseudomonas sp. StFLB209,1028989,6332373,,
Flavivirga eckloniae,1803846,5665358,,
Streptomyces sp. 11-1-2,1851167,11655206,,
Pseudomonas sp. LPH1,1898684,5229495,,
Streptomyces griseorubiginosus,67304,9512378,,
Carboxydocella thermautotrophica,178899,2710650,,
Echinicola vietnamensis,390884,5608040,,
Salinimonas sp. N102,2303538,4440293,,
Chloroflexus aggregans,152260,4684931,,
[Clostridium] scindens,29347,3315593,,
Echinicola strongylocentroti,1795355,6252144,,
[Clostridium] cellulosi,29343,2077400,,
Hyphomicrobium sp. MC1,717785,4757528,,
Bacillus litoralis,152268,4884777,,
Acinetobacter guillouiae,106649,4648418,,
Acinetobacter bereziniae,106648,4729151,,
Helicobacter bilis,37372,2559659,,
Nostoc sp. CENA543,1869241,7207640,,
Burkholderiales bacterium JOSHI_001,864051,5600627,,
Lactobacillus agilis,1601,2162388,,
Hydrogenovibrio crunogenus,39765,2453259,,
Sulfurimonas denitrificans,39766,2201561,,
Exiguobacterium antarcticum,132920,3040810,,
Lactobacillus animalis,1605,1906794,,
Lactobacillus amylovorus,1604,1977087,,
Streptomyces noursei,1971,9857535,,
Olsenella umbonata,604330,2353193,,
Streptomyces parvulus,146923,7766531,,
Candidatus Pelagibacter sp. RS40,1977865,1378905,,
Candidatus Pelagibacter sp. RS39,1977864,1200090,,
Nocardioides sp. CF8,110319,4219246,,
Bradyrhizobium lablabi,722472,8817291,,
Burkholderia sp. PAMC 28687,1795874,6881273,,
Pseudomonas sp. FGI182,1259844,5891312,,
Pectobacterium polaris,2042057,5008416,,
Photorhabdus thracensis,230089,5147098,,
Halomonas alkaliphila,272774,4029514,,
Erythrobacter sp. KY5,2011159,3311272,,
Burkholderia seminalis,488731,7648944,,
Trueperella bialowiezensis,312285,2043249,,
Sphingobium sp. YG1,2082188,5563895,,
Syntrophus aciditrophicus,316277,3179300,,
Virgibacillus phasianinus,2017483,4071214,,
Pseudomonas asplenii,53407,6529636,,
Flavobacterium crocinum,2183896,5877431,,
Agrobacterium larrymoorei,160699,5083402,,
Brachybacterium sp. VR2415,2017485,3568502,,
Pseudomonas oryzae,1392877,4642193,,
Francisella sp. FSC1006,1547445,1900000,,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC7826819/
Kocuria palustris,71999,2854447,,
Sediminispirochaeta smaragdinae,55206,4653970,,
Mycobacteroides chelonae,1774,5029817,,
Mycolicibacterium flavescens,1776,5973421,,
Desulfotomaculum ferrireducens,1833852,3240180,,
Mycobacterium tuberculosis,1773,4411532,,
Mycolicibacterium smegmatis,1772,6995345,,
Campylobacter helveticus,28898,1871495,,
Pseudomonas cedrina,651740,6539015,,
Corynebacterium jeikeium,38289,2476822,,
Mesorhizobium sp. M7D.F.Ca.US.005.01.1.1,2493678,7168230,,
Mesorhizobium sp. M3A.F.Ca.ET.080.04.2.1,2493676,6165597,,
Mesorhizobium sp. M6A.T.Cr.TU.016.01.1.1,2493677,6784580,,
Mesorhizobium sp. M2A.F.Ca.ET.046.03.2.1,2493674,7372807,,
Rhodobacteraceae bacterium BAR1,2171755,3558757,,
Mesorhizobium sp. M1E.F.Ca.ET.045.02.1.1,2493672,7348390,,
Mesorhizobium sp. M1B.F.Ca.ET.045.04.1.1,2493673,7779814,,
Mesorhizobium sp. M2A.F.Ca.ET.043.02.1.1,2493670,6700763,,
Mesorhizobium sp. M2A.F.Ca.ET.043.05.1.1,2493671,6749192,,
Leptotrichia buccalis,40542,2465610,,
Staphylococcus sp. SDB 2975,2044912,2691850,,
Leuconostoc suionicum,1511761,2069029,,
Campylobacter hominis,76517,1714951,,
Klebsiella sp. M5al,1934254,5800138,,
Mycoplasma anseris,92400,750009,,
Enterococcus thailandicus,417368,2646250,,
Pseudomonas sp. Z003-0.4C(8344-21),1855380,6113481,,
Burkholderia anthina,179879,7608177,,
Cycloclasticus sp. PY97N,728003,2430152,,
Roseomonas gilardii,257708,5412463,,
Corynebacterium genitalium,38288,2349953,,
Streptomyces sp. Tu6071,355249,7506727,,
Agrococcus jejuensis,399736,3400178,,
Olsenella sp. Marseille-P2300,1805478,2176737,,
Defluviitoga tunisiensis,1006576,2053097,,
Cupriavidus sp. USMAA1020,367825,7949449,,
Arthrobacter sp. DCT-5,2211210,4530754,,
Paraburkholderia sp. DCR13,2211211,4404244,,
Paenibacillus sp. DCT19,2211212,6667063,,
Gottschalkia acidurici,1556,3108248,,
Steroidobacter denitrificans,465721,3467246,,
Paenisporosarcina antarctica,417367,3972524,,
Pedobacter ginsengisoli,363852,4832171,,
Chondromyces crocatus,52,11388132,,
Polaromonas naphthalenivorans,216465,5366143,,
Chromobacterium violaceum,536,4808040,,
Plantactinospora sp. BB1,2071627,8386853,,
Streptomyces olivoreticuli,68246,8809793,,
Cedecea neteri,158822,5469298,,
Cedecea lapagei,158823,4778444,,
Sagittula sp. P11,2009329,5576178,,
Chitinophaga pinensis,79329,9127347,,
Spiroplasma phoeniceum,47835,1908276,,
Spiroplasma kunkelii,47834,1514561,,
Sphingobium sp. SCG-1,2072936,4513383,,
Actinobacillus porcitonsillarum,189834,2263191,,
Streptomyces pactum,68249,7808990,,
Eikenella corrodens,539,2192577,,
Tistrella mobilis,171437,6512983,,
Campylobacter lari,201,1571661,,
Sorangium cellulosum,56,13033779,,
Methylocystis rosea,173366,3912050,,
Lysinibacillus sp. YS11,2072025,4584915,,
Planctomyces sp. SH-PL14,1632864,8442773,,
Salinisphaera sp. LB1,2183911,4141708,,
Limnobaculum parvum,2172103,3841771,,
Polynucleobacter acidiphobus,556053,1851737,,
Christensenella sp. Marseille-P3954,2086585,2422126,,
Novosphingobium aromaticivorans,48935,4233314,,
Polynucleobacter difficilis,556054,1995529,,
Sphingobium baderi,1332080,4693489,,
Legionella waltersii,66969,3735697,,
Geobacillus sp. GHH01,1233873,3583134,,
Cellulophaga algicola,59600,4888353,,
Cyanothece sp. PCC 7425,395961,"5,784,574",,https://journals.asm.org/doi/10.1128/mbio.00214-11
Actinobacteria bacterium IMCC26077,1848755,1551612,,
Janthinobacterium sp. B9-8,1236179,4726850,,
Synechococcus elongatus,32046,2742269,,
Geobacter metallireducens,28232,4011182,,
Enterococcus sp. M190262,2582830,3550287,,
Streptomyces coelicolor,1902,8484250,,
Proteiniphilum saccharofermentans,1642647,4414963,,
Mycobacterium sp. djl-10,1879023,6579322,,
Thiomicrospira aerophila,92245,2158359,,
Achromobacter spanius,217203,6407029,,
Denitrobacterium detoxificans,79604,2446250,,
Clostridium chauvoei,46867,2889569,,
Achromobacter insolitus,217204,6428890,,
Francisella sp. CA97-1460,1542390,1861609,,
Methylomonas methanica,421,5023270,,
Marinomonas sp. FW-1,2071621,3964876,,
Faecalitalea cylindroides,39483,1882013,,
[Bacillus] caldolyticus,1394,3485582,,
Brevibacillus brevis,1393,6726998,,
Escherichia albertii,208962,4758111,,
Corynebacterium halotolerans,225326,3222008,,
Methylosinus trichosporium,426,4962262,,
Synechococcus sp. JA-3-3Ab,321327,2932766,,
Paenibacillus sp. RUD330,2023772,5572653,,
Pseudomonas sp. 11K1,2505979,6704877,,
Altererythrobacter marensis,543877,2885033,,
Mesoplasma tabanidae,219745,846907,,
Borreliella garinii,29519,905692,,
Vibrio chagasii,170679,5569803,,
Streptomyces bacillaris,68179,7897090,,
Pseudoflavitalea sp. 5GH32-13,2315862,8443189,,
Paenibacillus lentus,1338368,5288676,,
Pandoraea faecigallinarum,656179,5732664,,
Pandoraea vervacti,656178,5736282,,
Gramella flava,1486245,4007868,,
Haemophilus sp. oral taxon 036,712310,1805716,,
Xanthomonas euvesicatoria,456327,5120436,,
Pseudomonas sp. CC6-YY-74,1930532,5040792,,
Bradyrhizobium ottawaense,931866,8442078,,
Intestinimonas butyriciproducens,1297617,3200860,,
endosymbiont 'TC1' of Trimyema compressum,243899,1622248,,
Ensifer sojae,716925,6094027,,
Thermodesulfobacterium commune,1741,1764045,,
Sanguibacter keddieii,60920,4253413,,
Bacillus subtilis,1423,4215606,,
Sphingorhabdus sp. YGSMI21,2077182,4060755,,
Geosporobacter ferrireducens,1424294,5817221,,
Actinomyces sp. oral taxon 414,712122,3836419,,
Corynebacterium efficiens,152794,3219505,,
Mesorhizobium japonicum,2066070,6530403,,
Mycoplasma crocodyli,50052,934379,,
Lutibacter sp. LPB0138,1850246,3426122,,
Achromobacter sp. B7,2282475,6236552,,
Staphylococcus lutrae,155085,2533115,,
Desulfovibrio sp. G11,631220,3415687,,
Yersinia hibernica,2339259,4803435,,
Candidatus Enterovibrio luxaltus,1927128,2143556,,
Vulgatibacter incomptus,1391653,4350553,,
Treponema caldarium,215591,3239340,,
Mycobacterium paragordonae,1389713,7224251,,
Pseudomonas sp. MRSN12121,1611770,6986763,,
Geobacillus stearothermophilus,1422,2744723,,
Bacillus marisflavi,189381,4310313,,
Serratia sp. YD25,1759437,5173433,,
Candidatus Planktophila sulfonica,1884904,1344614,,
Hungateiclostridium saccincola,1677857,3604547,,
Methylomonas sp. DH-1,1727196,5127407,,
Mycobacterium sp. EPa45,1545728,6177406,,
Arthrobacter sp. ZXY-2,1806905,5058708,,
Campylobacter hepaticus,1813019,1520669,,
Nocardioides sp. 603,2483798,4041717,,
Georgenia sp. ZLJ0423,2483799,3432109,,
Flavobacterium faecale,1355330,4621116,,
Colwellia sp. PAMC 20917,1816218,4683314,,
Colwellia sp. PAMC 21821,1816219,4884300,,
Barnesiella viscericola,397865,3076856,,
Nostoc carneum,374162,9359223,,
Celeribacter baekdonensis,875171,4442624,,
Thermoanaerobacterium sp. RBIITD,1550240,3403093,,
Xanthomonas arboricola,56448,4997863,,
Vibrio alfacsensis,1074311,5263018,,
Melittangium boletus,83453,9910441,,
Synechococcus sp. CC9605,110662,2510659,,
Tumebacillus avium,1903704,5249768,,
Gordonia phthalatica,1136941,4428727,,
Pseudomonas sp. VLB120,69328,5966222,,
Thermotoga sp. Cell2,1157947,1749904,,
Halanaerobium praevalens,2331,2309262,,
Nitratireductor sp. OM-1,1756988,4835764,,
Idiomarina loihiensis,135577,2839318,,
Mycoplasma citelli,171281,1242365,,
Corynebacterium singulare,161899,2830519,,
Pseudomonas syringae group genomosp. 3,251701,6538260,,
Pseudomonas sp. R2A2,2213057,4572386,,
Aeromicrobium erythreum,2041,3629239,,
Jiangella alkaliphila,419479,7716600,,
Pseudoalteromonas haloplanktis,228,3972527,,
Pseudoalteromonas carrageenovora,227,4597803,,
Flavisolibacter tropicus,1492898,5940863,,
Pelosinus fermentans,365349,5027115,,
Treponema primitia,88058,4059867,,
Burkholderia lata,482957,8676277,,
Thioalkalivibrio sp. K90mix,396595,2985056,,
Streptomyces sp. 2323.1,1938841,8212455,,
Paraburkholderia terrae,311230,10391472,,
Edwardsiella hoshinae,93378,3817113,,
Mageeibacillus indolicus,884684,1809746,,
Enterobacter cancerogenus,69218,4736684,,
Roseibacterium elongatum,159346,3555109,,
Deinococcus maricopensis,309887,3498530,,
Rhizobium sp. CCGE531,2364271,7140493,,
Bacillus sp. FDAARGOS_235,1839798,5700257,,
Cupriavidus gilardii,82541,5760010,,
Thermacetogenium phaeum,85874,2939057,,
Edwardsiella ictaluri,67780,3844237,,
Parageobacillus thermoglucosidasius,1426,4004923,,
Micromonospora tulbaghiae,479978,7228472,,
Alteromonas sp. RKMC-009,2267264,5012246,,
Bacillus sp. DM2,2267265,4322871,,
Acinetobacter sp. NCu2D-2,1608473,3048277,,
Brachyspira hyodysenteriae,159,3085162,,
Staphylococcus equorum,246432,2772325,,
Bacillus cytotoxicus,580165,4162397,,
Roseobacter denitrificans,2434,4308791,,
Planococcus versutus,1302659,3330075,,
Synechococcus sp. PCC 7336,195250,5066637,,
Azoarcus communis,41977,5004685,,
Acidovorax sp. KKS102,358220,5196935,,
Alcanivorax sp. NBRC 101098,1113728,3095417,,
Wolbachia endosymbiont of Trichogramma pretiosum,125593,1133809,,
Shewanella japonica,93973,4975677,,
Dyadobacter fermentans,94254,6967790,,
Actinomyces sp. 2129,2321394,3025012,,
Desulfobacter postgatei,2293,3974658,,
Plantibacter flavus,150123,4317755,,
Geobacter lovleyi,313985,3994874,,
Actinobacteria bacterium IMCC26103,1848756,1456516,,
Paludisphaera borealis,1387353,7651896,,
Synechococcus sp. PCC 7117,195498,3432101,,
